,Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist,Developer,Publisher,Year Released,Month Released,Game Type,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Total Sales,North American Sales,Japan Sales,PAL Sales,Other Sales,Console
1325,Puyo Puyo Tetris,6-Feb-14,"['Sega', 'Sonic Team']",3.8,233,233,"['Puzzle', 'Strategy']",3100,51,333,198,Sonic Team,Sega,2014,Feb,AAA,Puzzle,Strategy,,,,,,,,,,"['3DS', 'PSV', 'PS3', 'WiiU', 'XOne']"
1326,Prince of Persia: Warrior Within,30-Nov-04,"['Ubisoft Montreal', 'Ubisoft Entertainment']",3.5,237,237,"['Adventure', 'Fighting', 'Platform']",2800,20,551,220,Ubisoft Montreal,Ubisoft,2004,Nov,AAA,Adventure,Fighting,Platform,,,,0.0,,,0.0,0.0,"['PS2', 'XB', 'GC', 'PC']"
1327,Kentucky Route Zero: TV Edition,27-Jan-20,"['Cardboard Computer', 'Annapurna Interactive']",4.1,319,319,"['Adventure', 'Indie', 'Point-and-Click']",772,90,636,402,Cardboard Computer,Annapurna Interactive,2020,Jan,Indie,Adventure,Indie,Point-and-Click,,,,,,,,,"['PS4', 'XOne', 'NS']"
1333,Tom Clancy's The Division,7-Mar-16,"['Ubisoft Entertainment', 'Massive Entertainment']",2.8,239,239,"['Adventure', 'RPG', 'Shooter', 'Strategy', 'Tactical']",2900,40,332,78,Massive Entertainment,Ubisoft,2016,Mar,AAA,Adventure,RPG,Shooter,Strategy,Tactical,,0.48,0.26,,0.18,0.04,"['Series', 'PS4', 'XOne', 'PC']"
1334,Crysis 2,22-Mar-11,"['Crytek Frankfurt', 'Electronic Arts']",3.1,180,180,"['Adventure', 'Shooter']",2900,10,411,155,Crytek,Electronic Arts,2011,Mar,AAA,Adventure,Shooter,,,,,0.73,0.16,,0.45,0.12,"['X360', 'PS3', 'PC']"
1338,Condemned: Criminal Origins,16-Nov-05,"['WB Games', 'Monolith Productions']",3.5,248,248,"['Adventure', 'Shooter']",1300,32,528,270,Monolith Productions,Sega,2005,Nov,AAA,Adventure,Shooter,,,,,,,,,,['X360']
1339,PlayStation All-Stars Battle Royale,20-Nov-12,"['SCE Santa Monica Studio', 'Sony Computer Entertainment']",2.4,208,208,"['Fighting', 'Platform']",2600,3,132,78,SuperBot Entertainment,Sony Computer Entertainment,2012,Nov,AAA,Fighting,Platform,,,,,0.5,0.21,0.01,0.16,0.12,"['PS3', 'PSV']"
1342,Mount & Blade: Warband,31-Mar-10,"['Paradox Interactive', 'Taleworlds']",3.9,168,168,"['Adventure', 'RPG', 'Shooter', 'Simulator', 'Strategy']",2400,39,309,110,Taleworlds,Paradox Interactive,2010,Mar,AAA,Adventure,RPG,Shooter,Simulator,Strategy,,0.02,0.01,,0.01,0.0,['PC']
1345,Digimon World: Next Order,17-Mar-16,"['Bandai Namco Entertainment Europe', 'B.B. Studio']",3.1,66,66,"['Adventure', 'RPG', 'Simulator']",321,40,242,133,Bandai Namco Games,Namco Bandai Games,2016,Mar,AAA,Adventure,RPG,Simulator,,,,0.11,,0.11,,,['PSV']
1346,Odin Sphere: Leifthrasir,14-Jan-16,"['Atlus', 'Vanillaware']",4.1,228,228,['RPG'],895,71,740,349,Vanillaware,Atlus,2016,Jan,AAA,RPG,,,,,,0.1,0.03,0.04,0.02,0.01,"['PS4', 'PSV', 'PS3']"
1347,Bulletstorm,22-Feb-11,"['People Can Fly', 'Electronic Arts']",3.2,159,159,['Shooter'],2300,6,299,125,People Can Fly / Epic Games,Electronic Arts,2011,Feb,AAA,Shooter,,,,,,,,,,,"['X360', 'PS3', 'PC', 'PSN']"
1348,The Witcher 2: Assassins of Kings,17-May-11,"['Atari', 'CD Projekt RED']",3.6,181,181,"['Adventure', 'RPG']",1600,21,605,169,CD Projekt Red Studio,CD Projekt Red Studio,2011,May,AAA,Adventure,RPG,,,,,0.98,0.27,,0.56,0.14,['PC']
1350,Animal Crossing: City Folk,16-Nov-08,"['Nintendo', 'Nintendo EAD Group No. 2']",3.4,232,232,['Simulator'],3100,17,215,129,Nintendo EAD,Nintendo,2008,Nov,AAA,Simulator,,,,,,,,,,,['Wii']
1352,Sonic 3D Blast,14-Nov-96,['Sega'],2.3,315,315,['Platform'],2300,12,259,73,Traveller's Tales,Sega,1996,Nov,AAA,Platform,,,,,,,,,,,"['GEN', 'SAT']"
1353,Mario Party 4,21-Oct-02,"['Hudson Soft', 'Nintendo']",3.5,231,231,['Card & Board Game'],3000,7,156,113,Hudson Soft,Nintendo,2002,Oct,AAA,Card & Board Game,,,,,,,,,,,['GC']
1358,Prince of Persia,2-Dec-08,"['Ubisoft Entertainment', 'Ubisoft Montreal']",3,201,201,"['Adventure', 'Platform', 'Puzzle']",2500,23,535,206,Ubisoft Montreal,Ubisoft,2008,Dec,AAA,Adventure,Platform,Puzzle,,,,1.01,0.54,0.02,0.34,0.1,"['PS3', 'X360']"
1360,Sonic Rush Adventure,14-Sep-07,"['Nintendo', 'Sonic Team']",3.5,278,278,['Platform'],1900,22,389,208,Dimps Corporation,Sega,2007,Sep,AAA,Platform,,,,,,,,,,,['DS']
1363,The World Ends with You: Final Remix,27-Sep-18,"['Square Enix', 'Nintendo']",4,253,253,"['Adventure', 'RPG']",1500,115,737,481,Square Enix,Nintendo,2018,Sep,AAA,Adventure,RPG,,,,,0.27,0.14,0.03,0.08,0.02,['NS']
1364,Ristar,16-Feb-95,['Sega'],3.6,233,233,"['Adventure', 'Platform']",1200,12,355,175,Sonic Team,Sega,1995,Feb,AAA,Adventure,Platform,,,,,,,,,,"['GEN', 'GG']"
1365,Crash Team Racing Nitro-Fueled,21-Jun-19,"['Activision Blizzard', 'Beenox']",3.9,408,408,"['Arcade', 'Racing']",2500,50,391,294,Beenox,Activision,2019,Jun,AAA,Arcade,Racing,,,,,,,,,,"['XOne', 'NS', 'PS4']"
1366,Mega Man X6,29-Nov-01,['Capcom'],2.3,308,308,"['Adventure', 'Platform']",1900,18,461,119,Capcom,Capcom,2001,Nov,AAA,Adventure,Platform,,,,,0.42,0.14,0.16,0.1,0.03,['PS']
1368,Mark of the Ninja,7-Sep-12,"['Klei Entertainment', 'Microsoft Studios']",3.8,193,193,"['Adventure', 'Indie', 'Platform']",1900,14,507,191,Klei Entertainment,Microsoft Studios,2012,Sep,AAA,Adventure,Indie,Platform,,,,,,,,,"['PC', 'XBL']"
1369,Octodad: Dadliest Catch,30-Jan-14,['Young Horses'],3.2,169,169,"['Adventure', 'Indie', 'Platform', 'Simulator', 'Strategy']",2500,12,407,180,Unknown,Young Horses,2014,Jan,Indie,Adventure,Indie,Platform,Simulator,Strategy,,,,,,,"['PC', 'PS4', 'Linux', 'OSX']"
1370,Dragon Ball Z: Budokai Tenkaichi,6-Oct-05,"['Spike', 'Bandai']",2.9,96,96,['Fighting'],1700,2,69,29,Spike,Atari,2005,Oct,AAA,Fighting,,,,,,,,,,,['PS2']
1372,Killing Floor 2,18-Nov-16,"['Tripwire Interactive', 'Deep Silver']",3.1,195,195,['Shooter'],2800,33,501,66,Tripwire Interactive,Tripwire Interactive,2016,Nov,Indie,Shooter,,,,,,,,,,,"['PS4', 'PC']"
1374,The Simpsons Arcade Game,4-Mar-91,['Konami'],3.3,139,139,"['Arcade', 'Brawler']",1500,5,82,76,Novotrade International,Konami,1991,Mar,AAA,Arcade,Brawler,,,,,,,,,,['PC']
1375,Toy Story 2: Buzz Lightyear to the Rescue!,22-Nov-99,"['Activision', ""Traveller's Tales""]",3.4,245,245,"['Adventure', 'Platform']",2300,26,262,117,Traveller's Tales,Activision,1999,Nov,AAA,Adventure,Platform,,,,,0.93,0.71,,0.2,0.01,"['PS', 'N64']"
1376,Rayman Raving Rabbids,19-Nov-06,"['Ubisoft Entertainment', 'Ubisoft Montpellier']",2.7,137,137,"['Adventure', 'Platform', 'Puzzle']",2700,9,191,63,Ubisoft,Ubisoft,2006,Nov,AAA,Adventure,Platform,Puzzle,,,,,,,,,"['Series', 'Wii', 'PC', 'PS2', 'GBA']"
1377,Prototype 2,24-Apr-12,"['Activision', 'FUN Labs']",3,140,140,"['Adventure', 'Brawler', 'Platform']",2400,10,408,198,Radical Entertainment,Activision,2012,Apr,AAA,Adventure,Brawler,Platform,,,,0.12,0.09,,0.03,0.01,"['X360', 'PS3', 'PC']"
1378,MadWorld,10-Mar-09,"['Spike', 'PlatinumGames']",3.5,283,283,['Brawler'],1100,19,683,441,PlatinumGames,Sega,2009,Mar,AAA,Brawler,,,,,,0.78,0.45,0.02,0.24,0.07,['Wii']
1379,Call of Duty 3,7-Nov-06,"['Activision', 'Treyarch']",2.8,231,231,['Shooter'],2900,8,239,122,Treyarch,Activision,2006,Nov,AAA,Shooter,,,,,,,,,,,"['X360', 'Wii', 'PS3', 'PS2', 'XB']"
1380,Shadow Warrior,26-Sep-13,"['Flying Wild Hog', 'Majesco Entertainment']",3.2,161,161,"['Adventure', 'Shooter']",1700,21,571,114,Unknown,Devolver Digital,2013,Sep,Indie,Adventure,Shooter,,,,,,,,,,['PC']
1381,Warcraft III: The Frozen Throne,1-Jul-03,"['Blizzard Entertainment', 'Sierra Entertainment']",4.3,159,159,"['Real Time Strategy', 'Strategy']",2600,14,181,73,Blizzard Entertainment,Blizzard Entertainment,2003,Jul,AAA,Real Time Strategy,Strategy,,,,,,,,,,['PC']
1384,Persona 4 Arena,1-Mar-12,"['Arc System Works', 'Atlus']",3.4,195,195,"['Adventure', 'Fighting', 'RPG']",1900,22,313,171,Arc System Works,Atlus,2012,Mar,AAA,Adventure,Fighting,RPG,,,,0.13,0.08,0.03,0.01,0.01,"['PS3', 'X360']"
1385,Scribblenauts,15-Sep-09,"['5th Cell', 'Konami']",3.2,151,151,['Puzzle'],3200,3,155,80,5th Cell,Warner Bros. Interactive Entertainment,2009,Sep,AAA,Puzzle,,,,,,2.17,1.67,0.02,0.3,0.18,"['Series', 'DS']"
1389,Plants vs. Zombies 2: It's About Time,15-Aug-13,"['Electronic Arts', 'PopCap Games']",2.7,80,80,"['Adventure', 'Real Time Strategy', 'Strategy', 'Tactical']",2400,29,88,22,Unknown,PopCap Games,2013,Aug,AAA,Adventure,Real Time Strategy,Strategy,Tactical,,,,,,,,"['OSX', 'PC']"
1398,Shantae: Half-Genie Hero,20-Dec-16,"['XSEED Games', 'WayForward Technologies']",3.4,196,196,"['Adventure', 'Indie', 'Platform']",1500,41,562,289,Way Forward Technologies,Xseed Games,2016,Dec,Indie,Adventure,Indie,Platform,,,,,,,,,"['PS4', 'WiiU', 'PSV', 'PS3', 'XOne', 'PC', 'X360']"
1400,Tales of Vesperia,7-Aug-08,"['Namco Tales Studio', 'Bandai Namco Entertainment']",3.9,196,196,['RPG'],1100,57,490,199,Namco Tales Studio,Namco Bandai Games,2008,Aug,AAA,RPG,,,,,,0.74,0.32,0.19,0.18,0.05,['X360']
1401,Mega Man X8,7-Dec-04,"['Capcom Production Studio 1', 'Capcom']",3.3,239,239,"['Adventure', 'Platform']",1400,17,438,140,Capcom,Capcom,2004,Dec,AAA,Adventure,Platform,,,,,0.29,0.14,,0.11,0.04,['PS2']
1405,Binary Domain,16-Feb-12,"['Sega', 'RyÅ« Ga Gotoku Studios']",3.5,234,234,['Shooter'],1100,9,598,192,Amusement Vision,Sega,2012,Feb,AAA,Shooter,,,,,,,,,,,"['PS3', 'X360', 'PC']"
1406,Shin Megami Tensei: Devil Survivor,15-Jan-09,"['Atlus', 'Ghostlight Ltd.']",3.9,219,219,"['RPG', 'Strategy', 'Tactical', 'Visual Novel']",1000,47,667,343,Atlus Co.,Atlus,2009,Jan,AAA,RPG,Strategy,Tactical,Visual Novel,,,0.26,0.13,0.12,,0.01,['DS']
1407,JoJo's Bizarre Adventure: Eyes of Heaven,17-Dec-15,"['CyberConnect2', 'Bandai Namco Entertainment']",2.8,106,106,"['Arcade', 'Fighting']",1700,36,276,196,Namco Bandai Games,Namco Bandai Games,2015,Dec,AAA,Arcade,Fighting,,,,,0.04,,0.04,,,['PS3']
1410,The Secret of Monkey Island,1-Oct-90,"['Lucasfilm Games', 'JVC Musical Industries']",4.1,312,312,"['Adventure', 'Point-and-Click', 'Puzzle']",1400,13,418,298,Lucasfilm Games,LucasArts,1990,Oct,AAA,Adventure,Point-and-Click,Puzzle,,,,,,,,,['PC']
1411,Resistance: Fall of Man,11-Nov-06,"['Insomniac Games', 'Sony Computer Entertainment, Inc. (SCEI)']",3,194,194,"['Adventure', 'Shooter']",1300,16,280,119,Insomniac Games,Sony Computer Entertainment,2006,Nov,AAA,Adventure,Shooter,,,,,4.37,1.74,0.14,1.72,0.76,['PS3']
1413,Metal Gear Solid HD Collection,8-Nov-11,"['Kojima Productions', 'Konami']",4.5,118,118,"['Adventure', 'Strategy', 'Tactical']",1500,31,464,230,Bluepoint Games,Konami Digital Entertainment,2011,Nov,AAA,Adventure,Strategy,Tactical,,,,0.38,0.25,,0.1,0.03,"['PS3', 'X360', 'PS3', 'X360']"
1414,The Simpsons: Road Rage,19-Nov-01,"['Electronic Arts', 'Fox Interactive']",2.9,103,103,['Racing'],1700,6,146,61,Radical Entertainment,Electronic Arts,2001,Nov,AAA,Racing,,,,,,0.24,0.19,,0.05,0.01,"['PS2', 'XB', 'GC']"
1417,Machinarium,16-Oct-09,['Amanita Design'],3.7,222,222,"['Adventure', 'Indie', 'Point-and-Click', 'Puzzle']",1600,18,473,242,Amanita Design,Amanita Design,2009,Oct,Indie,Adventure,Indie,Point-and-Click,Puzzle,,,,,,,,['PC']
1419,Tales of Zestiria,22-Jan-15,"['Bandai Namco Entertainment', 'tri-Crescendo']",2.7,273,273,['RPG'],1700,76,1K,264,Namco Bandai Games,Namco Bandai Games,2015,Jan,AAA,RPG,,,,,,,,,,,"['PS4', 'PC']"
1420,Black,24-Feb-06,"['Electronic Arts', 'Criterion Games']",3.4,233,233,['Shooter'],2100,19,359,196,Criterion Games,Electronic Arts,2006,Feb,AAA,Shooter,,,,,,0.42,0.31,,0.09,0.01,"['PS2', 'XB']"
1421,Mario Super Sluggers,19-Jun-08,"['Namco Bandai Games', 'Nintendo']",3.7,153,153,['Sport'],1800,4,133,81,Bandai Namco Games / NOW Production,Nintendo,2008,Jun,AAA,Sport,,,,,,,,,,,['Wii']
1422,Worms Armageddon,29-Jan-99,"['Team17', 'Infogrames Europe']",3.8,180,180,"['Platform', 'Shooter', 'Strategy']",2100,15,150,57,Team17 Software,Microprose,1999,Jan,AAA,Platform,Shooter,Strategy,,,,,,,,,"['PS', 'PC', 'DC']"
1423,Street Fighter II Turbo,11-Jul-93,['Capcom'],3.7,174,174,['Fighting'],1600,5,89,50,Capcom,Capcom,1993,Jul,AAA,Fighting,,,,,,,,,,,['SNES']
1426,Mega Man X7,17-Jul-03,"['Capcom Production Studio 3', 'Capcom']",1.4,231,231,"['Adventure', 'Platform']",1300,6,385,113,Capcom,Capcom,2003,Jul,AAA,Adventure,Platform,,,,,0.58,0.22,0.14,0.17,0.06,['PS2']
1427,Final Fantasy I & II: Dawn of Souls,29-Jul-04,"['Square Enix', 'Nintendo']",3.4,93,93,['RPG'],1100,26,207,63,Square Enix,Nintendo,2004,Jul,AAA,RPG,,,,,,1.19,0.64,0.29,0.24,0.02,['GBA']
1428,Mega Man ZX,6-Jul-06,"['Inti Creates', 'Capcom']",3.7,239,239,"['Platform', 'Shooter']",1300,29,540,159,Inti Creates,Capcom,2006,Jul,AAA,Platform,Shooter,,,,,0.28,0.16,0.1,0.0,0.02,['DS']
1431,Silent Hill 2: Restless Dreams,19-Dec-01,"['Team Silent', 'Konami']",4.5,90,90,['Adventure'],514,14,130,81,KCET,Konami,2001,Dec,AAA,Adventure,,,,,,0.28,0.21,,0.06,0.01,['XB']
1433,Quake II,9-Dec-97,"['id Software', 'Activision']",3.4,242,242,['Shooter'],1500,18,469,162,id Software,Activision,1997,Dec,AAA,Shooter,,,,,,,,,,,['PC']
1436,Mario vs. Donkey Kong,24-May-04,"['Nintendo', 'Nintendo Software Technology']",3.3,171,171,"['Platform', 'Puzzle']",1500,16,252,92,Nintendo Software Technology Corporation,Nintendo,2004,May,AAA,Platform,Puzzle,,,,,,,,,,"['Series', 'GBA']"
1438,Remember Me,3-Jun-13,"['Capcom', ""DON'T NOD""]",2.9,179,179,"['Adventure', 'Platform']",1600,22,526,239,DONTNOD Entertainment,Capcom,2013,Jun,AAA,Adventure,Platform,,,,,,,,,,"['PS3', 'X360', 'PC']"
1439,Alpha Protocol,28-May-10,"['Obsidian Entertainment', 'Sega']",3.3,170,170,"['RPG', 'Shooter']",987,9,511,182,Obsidian Entertainment,Sega,2010,May,AAA,RPG,Shooter,,,,,0.03,,,0.03,0.01,"['PS3', 'X360', 'PC']"
1440,Indivisible,8-Oct-19,"['Lab Zero Games', '505 Games']",3.1,211,211,"['Adventure', 'Indie', 'Platform', 'RPG']",969,56,839,349,Lab Zero Games,505 Games,2019,Oct,Indie,Adventure,Indie,Platform,RPG,,,,,,,,"['PS4', 'XOne', 'PC']"
1442,Need for Speed: Hot Pursuit,16-Nov-10,"['Criterion Games', 'Electronic Arts']",3.3,148,148,['Racing'],2000,23,182,54,Criterion Games,Electronic Arts,2010,Nov,AAA,Racing,,,,,,0.37,0.12,,0.2,0.05,"['PS3', 'X360', 'Wii', 'PC']"
1447,Telling Lies,23-Aug-19,"['Furious Bee Limited', 'Annapurna Interactive']",2.8,186,186,"['Indie', 'Point-and-Click', 'Simulator']",646,15,244,163,Sam Barlow,Annapurna Interactive,2019,Aug,Indie,Indie,Point-and-Click,Simulator,,,,,,,,,"['iOS', 'PC']"
1449,Ratchet & Clank: Size Matters,13-Feb-07,"['Sony Computer Entertainment, Inc. (SCEI)', 'High Impact Games']",2.8,172,172,"['Adventure', 'Platform', 'Shooter']",1500,10,287,115,High Impact Games,Sony Computer Entertainment,2007,Feb,AAA,Adventure,Platform,Shooter,,,,3.75,1.4,0.1,1.4,0.86,['PSP']
1451,Mario Power Tennis,28-Oct-04,"['Nintendo', 'Camelot Software Planning']",3.5,150,150,['Sport'],1900,6,146,91,Camelot Software Planning,Nintendo,2004,Oct,AAA,Sport,,,,,,,,,,,['GC']
1453,The Swapper,30-May-13,"['Facepalm Games', 'Curve Digital']",3.4,130,130,"['Adventure', 'Indie', 'Platform', 'Puzzle', 'Strategy']",1100,10,341,93,Unknown,Facepalm Games,2013,May,Indie,Adventure,Indie,Platform,Puzzle,Strategy,,,,,,,['PC']
1454,Ms. Pac-Man,3-Feb-82,"['Atari, Inc.', 'General Computer Corporation (GCC)']",3.6,198,198,['Arcade'],1600,1,45,38,General Entertainment,Atari,1982,Feb,AAA,Arcade,,,,,,1.65,1.54,,0.1,0.02,['2600']
1455,Gun,5-Nov-05,"['Activision', 'Rebellion Developments']",3.3,131,131,['Adventure'],1400,5,276,152,Neversoft Entertainment,Activision,2005,Nov,AAA,Adventure,,,,,,0.01,,,0.01,0.0,"['PS2', 'XB', 'X360', 'GC', 'PC']"
1457,The Ultimate Doom,30-Apr-95,"['id Software', 'Activision']",4.1,148,148,['Shooter'],1200,36,205,71,id Software,GT Interactive,1995,Apr,AAA,Shooter,,,,,,,,,,,['PC']
1460,The Lord of the Rings: The Two Towers,21-Oct-02,"['Electronic Arts', 'Hypnos Entertainment']",3.3,100,100,"['Adventure', 'Brawler']",1600,8,172,72,Stormfront Studios,Electronic Arts,2002,Oct,AAA,Adventure,Brawler,,,,,0.53,0.41,,0.11,0.01,"['PS2', 'GBA', 'XB', 'GC']"
1462,Chivalry: Medieval Warfare,16-Oct-12,"['Torn Banner Studios', 'Activision']",2.9,73,73,"['Brawler', 'Fighting', 'Indie']",1600,2,143,23,Torn Banner Studios,Media.Vision,2012,Oct,AAA,Brawler,Fighting,Indie,,,,,,,,,['PC']
1463,FIFA 14,24-Sep-13,"['EA Sports', 'EA Canada']",3.2,92,92,['Sport'],2200,8,52,13,EA Canada,EA Sports,2013,Sep,AAA,Sport,,,,,,,,,,,"['PS3', 'X360', 'PS4', 'XOne', 'PSV', 'Wii', 'PC', '3DS', 'PSP', 'PS2']"
1466,FIFA 13,25-Sep-12,"['Electronic Arts', 'EA Canada']",3.2,62,62,"['Simulator', 'Sport']",1600,2,34,12,EA Canada,EA Sports,2012,Sep,AAA,Simulator,Sport,,,,,0.3,0.06,,0.21,0.02,"['PS2', 'PS3', 'X360', 'Wii', 'WiiU', 'PSP', 'PC', '3DS']"
1468,The Warriors,17-Oct-05,"['Rockstar Toronto', 'Rockstar Games']",3.9,182,182,"['Brawler', 'Fighting']",927,10,274,191,Rockstar Toronto,Rockstar Games,2005,Oct,AAA,Brawler,Fighting,,,,,0.28,0.21,,0.06,0.01,"['PS2', 'XB']"
1473,Shantae and the Seven Sirens,27-Mar-20,"['WayForward Technologies', 'WayForward']",3.5,118,118,"['Adventure', 'Platform']",512,31,384,331,WayForward,WayForward,2020,Mar,Indie,Adventure,Platform,,,,,,,,,,"['XOne', 'NS', 'PS4', 'PC']"
1474,Mega Man ZX Advent,12-Jul-07,"['Inti Creates', 'Capcom']",3.6,173,173,"['Adventure', 'Platform', 'Shooter']",976,19,462,110,Inti Creates,Capcom,2007,Jul,AAA,Adventure,Platform,Shooter,,,,0.33,0.22,0.09,0.0,0.02,['DS']
1477,Twisted Metal,5-Nov-95,"['Eat Sleep Play Inc.', 'Sony Computer Entertainment']",3.1,117,117,"['Fighting', 'Racing', 'Shooter']",986,1,148,81,SingleTrac,Sony Computer Entertainment,1995,Nov,AAA,Fighting,Racing,Shooter,,,,1.56,1.32,,0.19,0.05,['PS']
1481,Tom Clancy's Splinter Cell: Pandora Tomorrow,23-Mar-04,"['Ubisoft Shanghai', 'Ubisoft Entertainment']",3.4,137,137,"['Shooter', 'Tactical']",1000,7,317,123,Ubisoft,Ubisoft,2004,Mar,AAA,Shooter,Tactical,,,,,0.0,,,0.0,0.0,"['XB', 'PS2', 'GC', 'GBA', 'PC']"
1483,PokÃ©mon Rumble Blast,11-Aug-11,"['Nintendo', 'Ambrella']",2.9,96,96,"['Adventure', 'Brawler', 'Fighting', 'RPG']",1200,8,95,39,Ambrella,Nintendo,2011,Aug,AAA,Adventure,Brawler,Fighting,RPG,,,,,,,,['3DS']
1489,Kingdoms of Amalur: Reckoning,7-Feb-12,"['38 Studios', 'Electronic Arts']",3.2,99,99,"['Brawler', 'RPG']",1200,22,365,106,38 Studios,Electronic Arts,2012,Feb,AAA,Brawler,RPG,,,,,0.85,0.37,0.09,0.29,0.1,"['PC', 'X360', 'PS3']"
1491,Europa Universalis IV,13-Aug-13,"['Paradox Interactive', 'Paradox Development Studio']",3.8,135,135,"['Real Time Strategy', 'Simulator', 'Strategy']",1300,76,426,72,Unknown,Paradox Interactive,2013,Aug,AAA,Real Time Strategy,Simulator,Strategy,,,,,,,,,"['OSX', 'Linux']"
1492,Sonic the Hedgehog 2,16-Oct-92,"['Aspect Co. Ltd', 'Sega']",2.8,157,157,"['Adventure', 'Arcade', 'Platform']",1400,6,173,45,Sonic Team,Sega,1992,Oct,AAA,Adventure,Arcade,Platform,,,,,,,,,"['GEN', 'GG', 'MS']"
1493,Guitar Hero 5,1-Sep-09,"['Activision', 'Neversoft Entertainment']",3.2,63,63,['Music'],1100,0,65,22,Vicarious Visions,Activision,2009,Sep,AAA,Music,,,,,,1.1,0.53,,0.39,0.17,"['Wii', 'X360', 'PS2', 'PS3']"
1494,Silent Hill: Homecoming,30-Sep-08,"['Double Helix Games', 'Konami']",2.1,206,206,"['Adventure', 'Fighting']",1300,18,382,227,Double Helix Games,Konami,2008,Sep,AAA,Adventure,Fighting,,,,,0.0,,,0.0,0.0,"['X360', 'PS3', 'PC']"
1496,FIFA 13,25-Sep-12,"['Electronic Arts', 'EA Canada']",3.2,62,62,"['Simulator', 'Sport']",1600,2,34,12,EA Canada,EA Sports,2012,Sep,AAA,Simulator,Sport,,,,,0.3,0.06,,0.21,0.02,"['PS2', 'PS3', 'X360', 'Wii', 'WiiU', 'PSP', 'PC', '3DS']"
1497,Dragon Ball GT: Final Bout,21-Aug-97,"['Tose', 'Bandai']",1.8,83,83,['Fighting'],1200,2,39,23,Bandai,Bandai,1997,Aug,AAA,Fighting,,,,,,0.27,0.02,0.22,0.02,0.02,['PS']
1498,Killzone 3,22-Feb-11,"['Guerrilla Games', 'Sony Computer Entertainment, Inc. (SCEI)']",3.1,155,155,['Shooter'],1300,6,249,91,Guerrilla Games,Sony Computer Entertainment,2011,Feb,AAA,Shooter,,,,,,2.81,1.46,0.09,0.87,0.38,['PS3']
1500,Children of Morta,3-Sep-19,"['Dead Mage', '11 bit studios']",3.4,153,153,"['Adventure', 'Indie', 'RPG']",727,54,385,136,Dead Mage Studio,11 bit studios,2019,Sep,Indie,Adventure,Indie,RPG,,,,,,,,,"['XOne', 'NS', 'PS4', 'PC']"
1501,The Godfather,21-Mar-06,"['Electronic Arts', 'EA Redwood Shores']",3.6,121,121,"['Adventure', 'Racing', 'Shooter']",1100,2,196,136,Headgate,Electronic Arts,2006,Mar,AAA,Adventure,Racing,Shooter,,,,0.0,,,0.0,0.0,"['PS2', 'PC']"
1502,Billy Hatcher and the Giant Egg,23-Sep-03,"['Sonic Team', 'Sega']",3.1,133,133,['Platform'],797,12,322,212,Sonic Team,Sega,2003,Sep,AAA,Platform,,,,,,0.25,0.19,,0.05,0.01,['GC']
1508,Team Sonic Racing,21-May-19,"['Sumo Digital', 'Sega']",2.9,264,264,"['Arcade', 'Racing']",1500,49,413,107,Sumo Digital,Sega,2019,May,AAA,Arcade,Racing,,,,,,,,,,"['PC', 'NS', 'XOne', 'PS4']"
1509,Dragon's Dogma,22-May-12,['Capcom'],3.7,210,210,"['Brawler', 'RPG']",1100,45,487,206,Capcom,Capcom,2012,May,AAA,Brawler,RPG,,,,,0.79,0.42,0.07,0.24,0.06,"['Series', 'PS3', 'X360']"
1511,The LEGO Movie Videogame,4-Feb-14,"['WB Games', 'TT Fusion']",2.8,184,184,"['Adventure', 'Puzzle']",1700,11,239,73,TT Fusion,Warner Bros. Interactive Entertainment,2014,Feb,AAA,Adventure,Puzzle,,,,,0.31,0.04,,0.2,0.07,"['X360', 'PS3', '3DS', 'PS4', 'WiiU', 'XOne', 'PC', 'PSV']"
